"record_id","redcap_event_name","redcap_repeat_instrument","redcap_repeat_instance","author","pub_yr","isolate_yr","who","country","count","mic50_1","mic90_1","micnos_1","alpha_3_code","alpha_2_code","numeric","economy","income_group","redcap_number","median_year","med_grp","midpoint_year","midpoint_grp","mean_year","mean_grp"
68,"mic_data_extractio_arm_1","mic_data_extraction",1,"Soyletir",2016,2012,4,"Turkiye",12,NA,NA,0.008,"TUR","TR",792,"Türkiye","Upper middle income",228,2012,1,2006,2,2009,"2"
68,"mic_data_extractio_arm_1","mic_data_extraction",1,"Soyletir",2016,2012,4,"Turkiye",97,NA,NA,0.015,"TUR","TR",792,"Türkiye","Upper middle income",228,2012,1,2006,2,2009,"2"
68,"mic_data_extractio_arm_1","mic_data_extraction",1,"Soyletir",2016,2012,4,"Turkiye",95,NA,NA,0.03,"TUR","TR",792,"Türkiye","Upper middle income",228,2012,1,2006,2,2009,"2"
68,"mic_data_extractio_arm_1","mic_data_extraction",1,"Soyletir",2016,2012,4,"Turkiye",7,NA,NA,0.06,"TUR","TR",792,"Türkiye","Upper middle income",228,2012,1,2006,2,2009,"2"
68,"mic_data_extractio_arm_1","mic_data_extraction",1,"Soyletir",2016,2012,4,"Turkiye",7,NA,NA,0.12,"TUR","TR",792,"Türkiye","Upper middle income",228,2012,1,2006,2,2009,"2"
70,"mic_data_extractio_arm_1","mic_data_extraction",1,"Stillerman",1970,1967,2,"United States Of America (The)",29,NA,NA,0.005,"USA","US",840,"United States","High income",236,2001.5,1,1992,1,1996,"1"
70,"mic_data_extractio_arm_1","mic_data_extraction",1,"Stillerman",1970,1967,2,"United States Of America (The)",64,NA,NA,0.01,"USA","US",840,"United States","High income",236,2001.5,1,1992,1,1996,"1"
70,"mic_data_extractio_arm_1","mic_data_extraction",1,"Stillerman",1970,1967,2,"United States Of America (The)",5,NA,NA,0.02,"USA","US",840,"United States","High income",236,2001.5,1,1992,1,1996,"1"
71,"mic_data_extractio_arm_1","mic_data_extraction",1,"Stillerman",1973,1971,2,"United States Of America (The)",41,NA,NA,0.004,"USA","US",840,"United States","High income",236,2001.5,1,1992,1,1996,"1"
71,"mic_data_extractio_arm_1","mic_data_extraction",1,"Stillerman",1973,1971,2,"United States Of America (The)",40,NA,NA,0.008,"USA","US",840,"United States","High income",236,2001.5,1,1992,1,1996,"1"
71,"mic_data_extractio_arm_1","mic_data_extraction",1,"Stillerman",1973,1971,2,"United States Of America (The)",18,NA,NA,0.016,"USA","US",840,"United States","High income",236,2001.5,1,1992,1,1996,"1"
71,"mic_data_extractio_arm_1","mic_data_extraction",1,"Stillerman",1973,1971,2,"United States Of America (The)",4,NA,NA,0.032,"USA","US",840,"United States","High income",236,2001.5,1,1992,1,1996,"1"
74,"mic_data_extractio_arm_1","mic_data_extraction",1,"Tappe",2011,2010,4,"Germany",1,NA,NA,0.015,"DEU","DE",276,"Germany","High income",83,2000,2,1997,2,1998,"2"
77,"mic_data_extractio_arm_1","mic_data_extraction",1,"Torumkuney",2016,2013,5,"India",42,NA,NA,0.015,"IND","IN",356,"India","Lower middle income",103,2013,1,2013,1,2013,"1"
77,"mic_data_extractio_arm_1","mic_data_extraction",1,"Torumkuney",2016,2013,5,"India",34,NA,NA,0.03,"IND","IN",356,"India","Lower middle income",103,2013,1,2013,1,2013,"1"
77,"mic_data_extractio_arm_1","mic_data_extraction",1,"Torumkuney",2016,2013,5,"India",2,NA,NA,0.12,"IND","IN",356,"India","Lower middle income",103,2013,1,2013,1,2013,"1"
79,"mic_data_extractio_arm_1","mic_data_extraction",1,"Vannice",2020,2017,2,"United States Of America (The)",4,NA,NA,0.012,"USA","US",840,"United States","High income",236,2001.5,2,1992,2,1996,"2"
79,"mic_data_extractio_arm_1","mic_data_extraction",1,"Vannice",2020,2017,2,"United States Of America (The)",1,NA,NA,0.008,"USA","US",840,"United States","High income",236,2001.5,2,1992,2,1996,"2"
80,"mic_data_extractio_arm_1","mic_data_extraction",1,"Varaldo",1999,1997,4,"Italy",917,NA,NA,0.03,"ITA","IT",380,"Italy","High income",110,1997,1,1998.5,1,1997,"1"
80,"mic_data_extractio_arm_1","mic_data_extraction",1,"Varaldo",1999,1997,4,"Italy",11,NA,NA,0.06,"ITA","IT",380,"Italy","High income",110,1997,1,1998.5,1,1997,"1"
80,"mic_data_extractio_arm_1","mic_data_extraction",1,"Varaldo",1999,1997,4,"Italy",6,NA,NA,0.12,"ITA","IT",380,"Italy","High income",110,1997,1,1998.5,1,1997,"1"
